timestamp,temperature,voltage,lightLevel,battery,accX,accY,accZ
11:23:53,24.125,0.21,0.08094596862,100,-19240,6881,17128
11:23:55,24.125,0.21,0.07862091064,100,82,-348,9128
11:23:57,24.125,0.21,0.07777722676,100,9502,-11771,5744
11:23:59,24.125,0.21,0.07891845703,100,942,-5231,3075
11:24:01,24.125,0.21,0.07884979248,100,1021,-886,10751
11:24:03,24.125,0.21,0.07894134521,100,-23211,6656,-25510
11:24:05,24.5,0.21,0.07891845703,100,173,-663,8257
11:24:07,25,0.21,0.08042240142,100,20639,16358,32633
11:24:09,26,0.21,0.07602357864,100,92,1535,11661
11:24:11,26.5,0.22,0.07887268066,100,389,-2903,7280
11:24:13,27,0.21,0.07643699645,100,-3150,-4163,6737
11:24:15,27.5,0.21,0.07773208618,100,-13708,-5851,1248
11:24:17,28,0.22,0.07580264409,100,-1397,-4339,14887
11:24:19,31,0.22,0.07606776555,100,1277,5054,9241
11:24:21,35,0.21,0.07779979705,100,179,-677,6841
11:24:23,37,0.2,0.07462056477,100,5812,-790,25835
11:24:25,40,0.2,0.07777722676,100,190,-1372,7507
11:24:27,42,0.21,0.08099301656,100,-20750,1009,-14351
11:24:29,37,0.2,0.07935126622,100,460,-861,7310
11:24:31,35.6,0.21,0.07597939173,100,-10782,-12262,-17305
11:24:33,33,0.22,0.07375590006,100,2819,-4059,10151
11:24:35,30.9,0.2,0.07652600606,100,95,2297,11238
11:24:37,27,0.22,0.07707262039,100,-21328,16046,14218
11:24:39,25,0.21,0.07757409413,100,-319,-157,7711
11:24:41,24.125,0.21,0.07777722676,100,-319,-157,7711
11:24:43,24,0.22,0.07773208618,100,-7635,4841,2800
11:24:45,24,0.21,0.07821130752,100,-80,-1612,8123
11:25:27,24,0.2,0.07652600606,100,-6939,7013,14995
11:25:29,24,0.21,0.07589101791,100,-993,418,11482
11:25:31,24.125,0.21,0.07597939173,100,-18342,-2076,-14171
11:25:33,24,0.2,0.07702779769,100,-18341,12346,18395
11:25:35,24.125,0.21,0.07759666442,100,5059,-1345,9020
11:25:37,24.125,0.21,0.07973607381,100,-3406,-2435,14782
11:25:39,24.125,0.2,0.07809766133,100,-1,645,9395
11:25:41,24.125,0.21,0.07652600606,100,-10142,1544,9152
11:25:43,24.125,0.21,0.07625897725,100,-6150,-10861,-10558
11:25:45,24,0.21,0.07825676600,100,973,-2231,9279
11:25:47,24,0.21,0.07873535156,100,1054,-1113,8181
11:25:49,24,0.21,0.07873535156,100,-880,5466,829
11:25:51,24,0.2,0.07602357864,100,407,-805,7817
11:25:53,24.125,0.21,0.07597939173,100,617,-908,9433
11:25:55,24.125,0.21,0.07401514053,100,-5959,-914,-71
11:25:57,24.125,0.21,0.07875823974,100,515,-490,8364
11:25:59,24.125,0.21,0.07672627766,100,933,-415,6553
11:26:01,24.125,0.21,0.07373428344,100,2361,-5386,12167
11:26:03,24,0.22,0.07896423339,100,-756,-268,8335
11:26:05,24,0.21,0.07492971420,100,-4166,10647,15098
11:26:07,24,0.2,0.07759666442,100,63,-1074,8698
11:26:09,24.125,0.2,0.075846831,100,292,-702,8221
11:26:11,24,0.21,0.07891845703,100,1359,-387,6793
11:26:13,24.125,0.15,0.07722949981,100,-290,277,8430
11:26:15,24.125,0.21,0.07734155654,100,3245,309,5876
11:26:17,25,0.21,0.08106358846,70,709,-984,7220
11:26:19,28,0.21,0.07992172241,65,669,671,8340
11:26:21,30.1,0.19,0.07823403676,60,15617,-11917,4203
11:26:23,35,0.21,0.08013057708,55,-12022,3983,7358
11:26:25,40,0.21,0.07837041219,49,205,251,6901
11:26:27,45,0.21,0.08094596862,45,-19240,6881,17128
11:26:29,51,0.21,0.07862091064,40,82,-348,9128
11:26:31,24,0.22,0.07896423339,100,-756,-268,8335
11:26:33,24.125,0.21,0.07722949981,100,-290,277,8430
11:26:35,24.125,0.22,0.07827949523,100,785,829,-1711
11:26:37,24.5,0.21,0.07734155654,100,3245,309,5876
11:26:39,25,0.21,0.08106358846,100,709,-984,7220
11:26:41,26,0.21,0.07992172241,100,669,671,8340
11:26:43,26.5,0.19,0.07823403676,100,15617,-11917,4203
11:26:45,27,0.21,0.08013057708,100,-12022,3983,7358
11:26:47,27.5,0.21,0.07837041219,100,205,251,6901
11:26:49,28,0.21,0.08094596862,100,-19240,6881,17128
11:26:51,31,0.21,0.07862091064,100,82,-348,9128
11:26:53,35,0.21,0.07777722676,100,9502,-11771,5744
11:26:55,37,0.21,0.07891845703,100,942,-5231,3075
11:26:57,40,0.21,0.07884979248,100,1021,-886,10751
11:26:59,42,0.21,0.07894134521,100,-23211,6656,-25510
11:27:01,37,0.21,0.07891845703,100,173,-663,8257
11:27:03,35.6,0.21,0.08042240142,100,20639,16358,32633
11:27:05,33,0.21,0.07602357864,100,92,1535,11661
11:27:07,30.9,0.22,0.07887268066,100,389,-2903,7280
11:27:11,27,0.21,0.07643699645,100,-3150,-4163,6737
11:27:13,25,0.21,0.07773208618,100,-13708,-5851,1248
11:27:15,24.125,0.22,0.07580264409,100,-1397,-4339,14887
11:27:17,24.125,0.22,0.07606776555,100,1277,5054,9241
11:27:19,24.125,0.21,0.07779979705,100,179,-677,6841
11:27:21,24.125,0.2,0.07462056477,100,5812,-790,25835
11:27:23,24.125,0.2,0.07777722676,100,190,-1372,7507
11:27:25,24.125,0.21,0.08099301656,100,-20750,1009,-14351
11:27:27,24.125,0.2,0.07935126622,100,460,-861,7310
11:27:29,24.125,0.21,0.07597939173,100,-10782,-12262,-17305
11:27:31,40,0.22,0.07375590006,100,2819,-4059,10151
11:27:33,24.125,0.2,0.07652600606,100,95,2297,11238
11:27:35,24.125,0.22,0.07707262039,100,-21328,16046,14218
11:27:37,24.125,0.21,0.07757409413,100,-319,-157,7711
11:27:39,24.125,0.21,0.07777722676,100,-319,-157,7711
11:27:41,24,0.22,0.07773208618,100,-7635,4841,2800
11:27:43,24,0.21,0.07821130752,100,-80,-1612,8123
11:27:45,24.125,0.2,0.07645924886,100,-1097,17462,9211
11:27:47,24.125,0.21,0.07878112792,100,7418,5660,10860
11:27:49,24.125,0.22,0.07857513427,100,12544,-5520,15154
11:27:51,24.125,0.21,0.07475550969,100,-4693,-4855,-5499
11:27:53,24.125,0.21,0.07770951588,100,763,-4236,3878
11:27:55,24.125,0.21,0.07932821909,100,2779,16788,26558
11:27:57,35,0.2,0.07713985443,100,-216,-902,7596
11:27:59,24.125,0.21,0.07948954900,100,-2863,9276,3934
11:28:01,24.125,0.21,0.07761923472,100,-5353,1342,9685
11:28:03,24.125,0.21,0.07761923472,100,-195,495,7661
11:28:05,24,0.21,0.07916688919,100,-16224,-6640,-9833
11:28:07,24.125,0.21,0.07809766133,100,7031,7536,6547
11:28:09,24.125,0.21,0.07816584904,100,5083,-2633,7774
11:28:11,24.125,0.2,0.07942040761,100,1684,-2157,6910
11:28:13,24,0.21,0.07492971420,100,-4166,10647,15098
11:28:15,24,0.21,0.07891845703,100,1359,-387,6793
11:28:17,24.125,0.21,0.07752895355,100,-165,-31,8318
11:28:19,24.125,0.21,0.07578055063,100,9334,4009,20028
11:28:21,24.125,0.2,0.07766437530,100,7263,9062,5257
11:28:23,24.125,0.21,0.07711744308,100,507,2867,11034
11:28:25,24,0.2,0.07652600606,100,-6939,7013,14995
11:28:27,24,0.21,0.07589101791,100,-993,418,11482
11:28:29,24.125,0.21,0.07597939173,100,-18342,-2076,-14171
11:28:31,24,0.2,0.07702779769,100,-18341,12346,18395
11:28:33,30,0.21,0.07759666442,100,5059,-1345,9020
11:28:35,24.125,0.21,0.07973607381,100,-3406,-2435,14782
11:28:37,24.125,0.2,0.07809766133,100,-1,645,9395
11:28:39,24.125,0.21,0.07652600606,100,-10142,1544,9152
11:28:41,24.125,0.21,0.07625897725,100,-6150,-10861,-10558
11:28:43,24,0.21,0.07825676600,100,973,-2231,9279
11:28:45,24,0.21,0.07873535156,100,1054,-1113,8181
11:28:47,24,0.21,0.07873535156,100,-880,5466,829
11:28:49,24,0.2,0.07602357864,100,407,-805,7817
11:28:51,24.125,0.21,0.07597939173,100,617,-908,9433
11:28:53,24.125,0.21,0.07401514053,100,-5959,-914,-71
11:28:55,33,0.21,0.07875823974,100,515,-490,8364
11:28:57,24.125,0.21,0.07672627766,100,933,-415,6553
11:28:59,24.125,0.21,0.07373428344,100,2361,-5386,12167
11:29:01,24.125,0.21,0.07935126622,100,2089,-1051,7885
11:29:03,24,0.2,0.07750638326,100,1155,-1041,8264
11:29:05,24,0.21,0.07680368423,100,-523,180,7793
11:29:07,24,0.21,0.07812039057,100,12306,9685,25739
11:29:09,27,0.2,0.07862091064,100,-220,-1956,8376
11:29:11,24,0.22,0.07862091064,100,424,-1665,8084
11:29:13,24,0.2,0.07709503173,100,-1533,-552,8012
11:29:15,24,0.21,0.07827949523,100,-10630,-345,-9033
11:29:17,24,0.2,0.07634798685,100,-137,711,8448
11:29:19,24,0.2,0.0790977478,100,501,701,8218
11:29:21,24.125,0.21,0.07326761881,100,-7161,-12892,-8936
11:29:23,24,0.21,0.07525730133,100,724,-192,7088
11:29:25,24,0.21,0.07798401514,100,1107,311,8699
11:29:27,24.125,0.2,0.075846831,100,384,-218,8353
11:29:29,24,0.22,0.07907470067,100,39,-245,8400
11:29:31,27.8,0.2,0.07750638326,100,14340,1145,13255
11:29:33,24,0.19,0.07536697387,100,7987,12761,16152
11:29:35,24,0.2,0.07930517196,100,47,-2864,8085
11:29:37,24.125,0.2,0.07711744308,100,-1785,-1277,7435
11:29:39,24,0.19,0.07846069335,100,-2849,-8253,11434
11:29:41,24,0.21,0.07486438751,100,-1062,-908,5075
11:29:43,24,0.21,0.07809766133,100,7841,544,2097
11:29:45,24,0.21,0.07802947362,100,66,-3416,6725
11:29:47,24,0.2,0.07759666442,100,63,-1074,8698
11:29:49,24.125,0.2,0.075846831,100,292,-702,8221
11:29:51,24,0.22,0.07896423339,100,-756,-268,8335
11:29:53,25,0.21,0.07722949981,100,-290,277,8430
11:29:55,25,0.22,0.07827949523,100,785,829,-1711
11:29:57,25,0.21,0.07734155654,100,3245,309,5876
11:29:59,25,0.21,0.08106358846,100,709,-984,7220
11:30:01,24.125,0.21,0.07992172241,100,669,671,8340
11:30:03,24.125,0.19,0.07823403676,100,15617,-11917,4203
11:30:05,35,0.21,0.08013057708,100,-12022,3983,7358
11:30:07,24.125,0.21,0.07837041219,100,205,251,6901
11:30:09,27,0.21,0.08094596862,100,-19240,6881,17128
11:30:11,26.5,0.21,0.07862091064,100,82,-348,9128
11:30:13,27,0.21,0.07777722676,100,9502,-11771,5744
11:30:15,24.125,0.21,0.07891845703,100,942,-5231,3075
11:30:17,24.125,0.21,0.07884979248,100,1021,-886,10751
11:30:19,24.125,0.21,0.07894134521,100,-23211,6656,-25510
11:30:21,24.125,0.21,0.07891845703,100,173,-663,8257
11:30:23,24.125,0.21,0.08042240142,100,20639,16358,32633
11:30:25,24.125,0.21,0.07602357864,100,92,1535,11661
11:30:27,24.125,0.22,0.07887268066,100,389,-2903,7280
11:30:29,24.125,0.21,0.07643699645,100,-3150,-4163,6737
11:30:31,24.125,0.21,0.07773208618,100,-13708,-5851,1248
11:30:33,28,0.22,0.07580264409,100,-1397,-4339,14887
11:30:35,31,0.22,0.07606776555,100,1277,5054,9241
11:30:37,35,0.21,0.07779979705,100,179,-677,6841
11:30:39,37,0.2,0.07462056477,100,5812,-790,25835
11:30:41,40,0.2,0.07777722676,100,190,-1372,7507
11:30:43,42,0.21,0.08099301656,100,-20750,1009,-14351
11:30:45,37,0.2,0.07935126622,100,460,-861,7310
11:30:47,35.6,0.21,0.07597939173,100,-10782,-12262,-17305
11:30:49,33,0.22,0.07375590006,100,2819,-4059,10151
11:30:51,30.9,0.2,0.07652600606,100,95,2297,11238
11:30:53,27,0.22,0.07707262039,100,-21328,16046,14218
11:30:55,25,0.21,0.07757409413,100,-319,-157,7711
